subject	article_name	doi	species_id	species_name	interaction_id	interaction_name	sentence
Genomics	PLoS_One-4-10-2760100	10.1371/journal.pone.0007545	Kew-34681|Kew-226301|ITS-14529|Cha-4534|Lep-70394.0|Kew-45034|SF-173296|Scr-4433-19-.03-.06-.01-.019-.043-.002-.-|Cer-S-27654|OSF-S-9856|Kew-32666|Cer-S-34571|FLO-s18889|Cer-S-51319|SF-172542|ITS-88872|Ros-48698|Kew-273532|Scr-2800-19-.03-.06-.01-.003-.000-.003-.b|Kew-41835|Kew-53151|Kew-223447|URM-M-477|ITS-723710|Fis-120926|FLO-t12923|Kew-223020|ITS-578999|Zyg-217421|Neu-3881|ITS-509983|ITS-578592|Kew-34553|ITS-74906|Cer-S-18082|ITS-198644|Por-165260|Cer-S-18080|ITS-723709|Cer-S-96437|Ara-001954|BSF-S-105|Dip-162176|OSF-7709|OSF-S-13964|ITS-85764|Mus-Syn-2692|Wtx-68410|Dip-Syn-2741|Lep-22155.0|ILD-26723-24179|Cer-S-43221|Fis-128869|Fis-12630|Kew-44406|URM-2-1999|ITS-574452|MSF-2490|Sal-8861|Myr-2040194|Rep-2108|Kew-46218|Scr-5012-14-.00-.02-.00-.004-.000-.112-.-|Ara-023302|Kew-223878|ITS-104239|Dip-Syn-53084|Fis-122397|Cum-181687|Kew-54905|Kew-37950|Fis-142694|OSF-S-13016|Cer-S-22221|ITS-199175|ITS-71238|Kew-53797|Chi-s384|ITS-543986|Fis-128860|Lep-250643.0|Ast-Syn-15333|Dip-Syn-129550|OSF-22744|Dip-51036|Dip-169125|ICH-90215700|Rha-155936|Ara-026813|Wtx-24969|Kew-44725|URM-Sc-284|Alg-24261|SF-NZ-311183|Sal-7459|OSF-S-10182|Kew-236471|Alg-58407|OSF-9726|URM-Cn-1784|Eum-1194|Cer-S-26607|Scr-4305-18-.01-.01-.05-.029-.007-.022-.-|ITS-510680|Lep-14018.0|Lep-264549.0|MSF-789|Eum-120|Ara-020291|Odo-640|Alg-15855|Ros-7923|URM-Cn-3720|Dip-193661|Dip-129627|Kew-367758|Fis-158968|Dip-50885|Dip-Syn-132770|ITS-33111|Por-133464|Wtx-51611|Scr-11120-19-.03-.03-.01-.015-.000-.002-.-|Kew-216451|Kew-223391|Dip-53548|Ast-Syn-5145|ITS-511523|Cer-S-79713|Neu-3709|Neu-13975|Kew-49842|Wtx-3350|Scr-5155-14-.00-.02-.00-.004-.000-.112-.-|Alg-13433|Lep-70616.0|Lep-275651.0|Kew-39327|Cer-22599|Alg-52215|Cer-S-34783|Scr-2878-19-.03-.06-.01-.003-.000-.003-.b|OSF-S-12631|Kew-331332|ICH-90219406|Fis-22754|Lep-154556.0|Wtx-3360|ITS-667159|Wtx-3369|ITS-84329|Por-132154|Wtx-3367|Alg-2676|Dip-Syn-41205|Kew-32358|Kew-53583|Rep-Syn-2441|Dip-127939|Kew-32755|Ast-Syn-26060|ITS-63411|MOS-35157355|ITS-184075|Lep-181655.0|ITS-92405|OSF-S-11253|Fis-29889|OSF-18779|Psy-1016|Cer-1337|Wtx-51609|Alg-3243|SF-329546|NZ-18947|Alg-13671|OSF-9801|ILD-7028-6023|ITS-205336|Wtx-3380|OSF-S-10820|Neu-S-14838|Cer-S-29338|Cer-S-21242|Dip-Syn-137838|Kew-52755|Dip-Syn-153759|IOP-587831|SF-311121|Lep-233054.0|Kew-29484|Por-190508|Cer-S-136373|ILD-730|SF-328426|Lep-31091.0|Dip-129550|ITS-654789|Cer-S-38552|OSF-S-15211|Odo-45|Lep-31172.0|Ast-Syn-31311|Ast-Syn-24541|Cha-Syn-4620|Kew-54737|Dip-Syn-37518|Cer-S-125410|Kew-327825|Cha-Syn-4619|Lep-232696.0|Lep-258882.0|Dip-158578|ITS-63332|SF-210287|Rep-Syn-5509|Kew-276067|Ast-Syn-8902|Rot-240|SF-372403|Mus-1043|Kew-46500|OSF-7633|Lep-85613.0|ITS-206371|SF-310994|Kew-40059|Eum-175|ITS-511092|Fis-126827|Cer-S-26462|Cha-4277|SF-151406|Por-190647|Wtx-75383|Kew-364549|Dip-Syn-41011|Cer-S-27064|Por-171333|SF-478957|IOP-587663|OSF-19191|Cer-S-26468|Kew-40060|Cer-S-40248|Dip-180275|SF-359447|Fis-126820|Kew-234616|Wtx-75389|Wtx-75391|SF-414821|ICH-90201812|Dip-51545|Lep-182521.0|Lep-76084.0|URM-Aco-99|Ast-Syn-42668|ITS-554091|Scr-11687-19-.03-.03-.01-.015-.000-.002-.-|ICH-90187311|Dip-84374|URM-2-3537|Rep-Syn-13780|Dip-Syn-68661|Por-190377|Dip-29233|SF-355309|Cer-S-27968|ITS-699035|ILD-1089-629|SF-383617|Ast-Syn-7888|IOP-588948|Kew-234921|ICH-90238925|Por-190368|Dip-13622|SF-112257|Dip-Syn-169125|Dip-74771|Alg-1339|Cer-S-33416|Kew-233867|Zyg-433066|Por-190396|Kew-41443|Cer-S-29169|OSF-S-10212|ICH-90201077|ITS-37183|Cha-Syn-17633|Cha-Syn-17634|Cha-Syn-17631|ITS-693156|ITS-85340|Wtx-61324|Cer-14103|Dip-Syn-127939|Alg-676|ICH-90233764|Dip-Syn-41144|Cer-S-28919|Dip-41835|Ara-000243|ILD-12610|Wtx-27112|Ara-026750|Cer-S-22583|OSF-S-14362|Ast-Syn-6406|Wtx-56035|OSF-S-15624|BSF-4351|ITS-660156|Por-166095|Por-190469|Lep-21472.0|Kew-37528|Kew-222794|Wtx-56028|CCW-12207|Lep-54785.0|Kew-35897|ITS-750301|Fis-35025|Cum-110509|ITS-108828|Ast-Syn-9518|Rep-Syn-4696|ICH-90225362|ICH-90222592|Fis-6817|OSF-18176|Lep-195778.0|Ros-49552|ITS-749359|Cer-S-24962|Rep-Syn-13723|Ara-000251|ITS-510381|Kew-276506|Ast-22051|SF-126534|Ast-Syn-22359|Ros-10196|Alg-41375|Ast-Syn-39012|Alg-27259|Kew-40932|ITS-750227|OSF-S-10535|SF-155659|Por-171855|Kew-37784|Kew-53856|Cha-Syn-6415|Fis-1613|ITS-661562|Ast-7917|Scr-4417-19-.03-.06-.01-.019-.043-.002-.-|Lep-71986.0|Kew-223527|Rep-1761|Dip-50431|Rep-Syn-6436|Kew-301669|Kew-301668|Alg-2105|Por-190312|Lep-264771.0|SF-381505|Por-170749|Scr-4289-18-.01-.01-.05-.029-.007-.022-.-|Cer-S-151724|URM-Cn-4632|Kew-36639|Fis-119000|Kew-303412|SF-238213|Kew-54056|IOP-569222|Dip-89970|Cha-Syn-14034|Neu-S-1935|ITS-111558|Dip-50319|Ast-Syn-41348|Cer-S-15809|Cer-28965|Cer-S-72190|Dip-Syn-47608|URM-Pol-75|ITS-201786|ITS-655780|Cer-S-24430|ITS-567348|Cer-2718|Lep-76194.0,BIO-nm.3093	C. elegans,E. coli	interaction:014:eating	feeding	We demonstrate that fat storage in  C. elegans  depends on the particular strain of dietary  E. coli  upon which it is feeding.
Genomics	PLoS_One_2011_Jul_1_6(7)_e21739	10.1371/journal.pone.0021739	Fis-31158,Fis-138613,Fis-138613	ewes,ram,ram	interaction:021:mating,interaction:021:mating	mating,mated	The 27 phenotypically normal crossbred Corriedale sheep were progeny from the mating of unrelated Romney ewes with the Corriedale carrier ram (F1 generation from outcross), or progeny of the F1 generation daughters mated back to the carrier ram (F2 generation from backcross).
Genomics	PLoS_One_2011_Jul_19_6(7)_e22420	10.1371/journal.pone.0022420	BIO-nm.9769,BIO-nm.9784,BIO-nm.3445	A. actinomycetemcomitans,A. aphrophilus,M. haemolytica	interaction:024:relationship	relationships	The phylogenetic relationships of  A. actinomycetemcomitans ,  A. aphrophilus ,  Haemophilus  spp. and  M. haemolytica  strains were examined with 25 housekeeping gene (a total length of 17,840 bp) sequences.
Genomics	PLoS_One_2011_Apr_29_6(4)_e16720	10.1371/journal.pone.0016720	BIO-nm.5526,BIO-nm.5526,BIO-nm.5526,BIO-nm.5535	E. faecalis,E. faecalis,E. faecalis,E. faecium	interaction:021:mating	mating	Results Transfer of the  E. faecalis  PAI The  esp  gene was transferred from  E. faecalis  donor strain UW3114 into  E. faecalis  and  E. faecium  recipients by filter mating conjugation along with the transfer of plasmid- encoded erythromycin resistance.
Genomics	PLoS_One_2011_Apr_29_6(4)_e16720	10.1371/journal.pone.0016720	BIO-nm.5526,BIO-nm.5535	E. faecalis,E. faecium	interaction:022:hybridising	hybridize	S1-nuclease analysis demonstrated that the  E. faecalis  and  E. faecium  transconjugants acquired a ca. 66 kb plasmid (pLG2) ( Figure 2 ), which did not hybridize to the  esp  probe, but to the selection marker  erm (B).
Genomics	PLoS_One_2011_Jul_14_6(7)_e22232	10.1371/journal.pone.0022232	ITS-64429,ITS-64427	Arctonoe fragilis,Arctonoe vittata	interaction:004:commensalism	commensal	The commensal scale worms  Arctonoe fragilis  and  Arctonoe vittata  were the only two species to share a barcode cluster.
Genomics	PLoS_One_2011_Jul_14_6(7)_e22232	10.1371/journal.pone.0022232	ITS-64427,ITS-64429	A. vittata,A. fragilis	interaction:022:hybridising	hybrids	Intermediate phenotypes are a general feature of hybrids  [55] , but may also indicate that  A. vittata  and  A. fragilis  constitute a single species with high phenotypic plasticity.
Genomics	PLoS_One_2011_May_26_6(5)_e20295	10.1371/journal.pone.0020295	ITS-180318,ITS-180212	muskrats,beavers	interaction:023:host,interaction:023:host	host,hosts	There are numerous host species that are susceptible to Francisella, however, common secondary hosts or reservoirs are terrestrial and aquatic mammals such as: ground squirrels, rabbits, voles, muskrats, and beavers.
Genomics	PLoS_One_2011_May_26_6(5)_e20295	10.1371/journal.pone.0020295	BIO-sp2-709,ITS-180092	F. tularensis,human	interaction:012:invasion,interaction:023:host	invasion,host	The differentiation of the  F. tularensis  lineage from these ancestral populations enabled invasion of a novel and more restricted host-niche: The human.
Genomics	PLoS_One_2011_May_26_6(5)_e20295	10.1371/journal.pone.0020295	BIO-sp2-709,ITS-180092	Francisella tularensis,human	interaction:023:host	host	Results and Discussion Identification of Francisella tularensis subspecies specific o-methyltransferase orthologs in otherwise distant bacteria, including other human pathogens, and host organisms A protein family analysis pipeline that incorporates algorithms for validation, integration, and presentation of highly conserved protein families at the sequence, structural and functional levels was used to search for orthologs of the highly conserved  F.t.
Genomics	PLoS_One_2011_May_26_6(5)_e20295	10.1371/journal.pone.0020295	Fis-31873|Fis-146896|Fis-25361|Fis-24328|Fis-24327|Fis-155503|Fis-121012|Fis-120954|Fis-31722|Fis-139081|Fis-26030|Fis-47571|Fis-113203|Fis-24330|Fis-22920|Fis-22921|Fis-116936|Fis-30591|Fis-121019|Fis-147171|Fis-121823|Fis-33944|Fis-120963|Fis-121022|Fis-121866|Fis-29501|Fis-121020|Fis-113196|Fis-22916|Fis-22915|Fis-22918|Fis-22917|Fis-121710|Fis-121819|Fis-151159|Fis-23452|Fis-31101|Fis-113206|Fis-23457|Fis-154738|Fis-121986|Fis-31076|Fis-52921|Fis-26109|Fis-31131|Fis-52913|Fis-121990|Fis-23462|Fis-121043|Fis-25431|Fis-61073|Fis-120940|Fis-120942,Fis-22919	salmon,rainbow trout	interaction:024:relationship	relationships	Phylogenetic relationships also include many species of fish and marine animals (e.g., salmon, rainbow trout, trichoplorax adherens), as well as plants, grasses, corn and rice ( Figure 1 ).
Genomics	PLoS_One_2011_May_26_6(5)_e20295	10.1371/journal.pone.0020295	ITS-180092,BIO-sp2-709	human,F. tularensis	interaction:012:invasion,interaction:023:host	invasion,host	The proximity of the o-methyltransferase gene to predicted sites of rearrangement that are known to flank a neighboring pathogenicity island supports the hypothesis that recombining ancestral Francisella populations allowed for the differentiation and selection of genomic attributes that likely enabled the invasion of the human host by the  F. tularensis  subsp.
Genomics	PLoS_One_2011_May_26_6(5)_e20295	10.1371/journal.pone.0020295	BIO-sp2-1137,BIO-nm.2391,ITS-180092	Mycobacterium tuberculosis,Coxiella burnetii,human	interaction:023:host	host	tularensis ,  Mycobacterium tuberculosis , and  Coxiella burnetii  predicted o-methyltransferase protein structures and therefore, may functionally mimic the active site of the human host protein.
Genomics	PLoS_One_2011_May_26_6(5)_e20295	10.1371/journal.pone.0020295	BIO-nm.2391,BIO-sp2-709,BIO-sp2-1137	Coxiella burnetii,Francisella tularensis,Mycobacterium tuberculosis	interaction:023:host	host	Similar consensus sequence profiles in conserved regions of the o-methyltransferase proteins present in host genomes and the intracellular pathogens:  Coxiella burnetii ,  Francisella tularensis  and  Mycobacterium tuberculosis  is suggestive of a functional role for this gene family during infection.
Genomics	PLoS_One_2011_May_26_6(5)_e20295	10.1371/journal.pone.0020295	BIO-sp2-1137,BIO-sp2-709,BIO-sp2-1137	Mycobacterium tuberculosis,F. tularensis,M. tuberculosis	interaction:024:relationship	relationship	tularensis  SchuS4 and  Mycobacterium tuberculosis  protein sequence alignments using Monte Carlo techniques ( Figure S2 ) as well as a Neighbor Joining and Maximum Likelihood approach (data not shown) provide evidence of a closer relationship between the o-methyltransferase sequences identified in the most virulent strains of both  F. tularensis  and  M. tuberculosis .
Genomics	PLoS_One-5-3-2843742	10.1371/journal.pone.0009827	ITS-180092,ITS-573082	humans,chimpanzees	interaction:001:predatorprey	predated	In this case, natural selection would have not predated the divergence among humans and chimpanzees.
Genomics	PLoS_One-5-12-3012066	10.1371/journal.pone.0015115	ITS-180092,ITS-180099,ITS-573083,ITS-573080,ITS-573082	human,rhesus macaque,orangutan,gorilla,chimpanzee	interaction:020:limiting	limits	For comparison, the dotted horizontal lines indicate the lower limits for divergence times from the human lineage of rhesus macaque, orangutan, gorilla and chimpanzee as assessed from the fossil record  [73] .
Genomics	PLoS_One-5-12-3012066	10.1371/journal.pone.0015115	ITS-180099,ITS-573083,ITS-573080,ITS-573082,ITS-180092	rhesus macaque,orangutan,gorilla,chimpanzee,humans	interaction:020:limiting	limited	Regions I and II have counterparts in rhesus macaque, orangutan, gorilla, and chimpanzee, whereas region III is limited to humans and great apes.
Genomics	PLoS_One_2011_Mar_16_6(3)_e17666	10.1371/journal.pone.0017666	ITS-180092,ITS-180691	human,horse	interaction:020:limiting	limited	Although, in the present study, the mir-1285, mir-1289 and                    mir-3116 families are only appear in human, the mir-1285 and mir-3116 families                    are actually primate-specific miRNA families, and the mir-1289 family is not                    limited to primate species, but is also found in horse (eca-mir-1289).
Genomics	PLoS_ONE_2009_Apr_21_4(4)_e5286	10.1371/journal.pone.0005286	SF-211776,SF-163963	Aspergillus fumigatus,Saccharomyces cerevisiae	interaction:024:relationship	relationship	This                    finding is consistent with the observation of elevated nonsynonymous                    substitution rates within higher lineage specificity groups, such as comparisons                    between an  Aspergillus fumigatus  and  A.                    nidulans  pair and a  Saccharomyces cerevisiae  and                         S. mikatae  pair  [3] , which shows a linear                    relationship between nonsynonymous substitutions and amino acid substitutions                         [13] .
Genomics	PLoS_ONE_2009_Apr_21_4(4)_e5286	10.1371/journal.pone.0005286	SF-262212,SF-172545	N. crassa,C. globosum	interaction:024:relationship	relationship	Figure S1 Histograms showing the relationship of percent similarity scores between                             N. crassa  and  C. globosum  and the                        number (A) and percentage (B) of PCGs in each of the LS groups.
Genomics	PLoS_One-5-7-2897892	10.1371/journal.pone.0011455	BIO-nm.7889,ITS-180092	B. hyodysenteriae,human	interaction:023:host	host	B. pilosicoli  has a wider host range than  B. hyodysenteriae , and colonizes a variety of species, including human beings  [2] – [6] .
Genomics	PLoS_One-5-7-2897892	10.1371/journal.pone.0011455	BIO-nm.7891,BIO-nm.7889,BIO-nm.9797	B. pilosicoli,B. hyodysenteriae,B. murdochii	interaction:023:host	host	The glycine reductase complex is predicted to play an important role in allowing  B. pilosicoli  to successful colonize a broader range of host species than  B. hyodysenteriae , and it also may confer advantages to  B. murdochii .
Genomics	PLoS_One-5-7-2897892	10.1371/journal.pone.0011455	BIO-nm.7891,BIO-nm.7889,BIO-nm.7889	B. pilosicoli,B. hyodysenteriae,B. hyodysenteriae	interaction:023:host,interaction:023:host	host,host	The predicted ability of  B. pilosicoli  to rapidly respond to an oxidative stress or a redox insult was consistent with its reported ability to survive outside the host for a longer period than  B. hyodysenteriae   [42] ,  [43] , and also may explain why it is able survive in more oxygenated host tissues than  B. hyodysenteriae , such as in the bloodstream of immunocompromised patients  [44] .
Genomics	PLoS_One-5-7-2897892	10.1371/journal.pone.0011455	BIO-nm.7889,BIO-nm.7891	B. hyodysenteriae,B. pilosicoli	interaction:020:limiting,interaction:023:host	limited,host	As  B. hyodysenteriae  has a much more limited host range than  B. pilosicoli , it seems paradoxical that it has a greater number and variety of methyl-accepting chemotaxis genes.
Genomics	PLoS_One-5-7-2897892	10.1371/journal.pone.0011455	BIO-nm.7889,BIO-nm.9797	B. hyodysenteriae,B. murdochii	interaction:023:host	host	The spirochete genome was shown to have basic similarities to the genomes of the related species  B. hyodysenteriae  and  B. murdochii , but a number of distinct features were identified that may help to explain the different host ranges and colonization sites of the species.
Genomics	PLoS_One_2011_Apr_19_6(4)_e18814	10.1371/journal.pone.0018814	ITS-180092,BIO-sp2-700	human,F. succinogenes	interaction:023:host	host	Type                    II secretion pathways have also been implicated in the adherence of human                    pathogenic bacterial cells to the host epithelium  [52] , and given that                         F. succinogenes  requires adherence to cellulose for                    efficient hydrolysis, this pathway may play a role in cell adherence.
Genomics	PLoS_One_2011_Apr_19_6(4)_e18814	10.1371/journal.pone.0018814	BIO-sp2-700,BIO-nm.8271,BIO-nm.8271	F. succinogenes,C. hutchinsonii,C. hutchinsonii	interaction:010:facilitation	facilitated	However,  F. succinogenes  and                         C. hutchinsonii  share few cellulase homologs and this model                    of cellulose degradation by  C. hutchinsonii  is thought to be                    facilitated by its ability to move in parallel across cellulose fibers using                    gliding motility  [74] , during which cellulose chains could be stripped from                    fibers as it glides across its substrate.
Genomics	PLoS_One_2010_Jun_8_5(6)_e11006	10.1371/journal.pone.0011006	Dip-20066,Dip-Syn-20123	D. yakuba,Drosophila melanogaster	interaction:020:limiting	limited	We conclude that the evolutionary history of  dmbrca2  in  D. yakuba , and perhaps in other  Drosophila melanogaster  subgroup species, is more complicated than may be assumed from examination of the single published genome sequences per species, and we caution against characterizing whole species or evolutionary processes from such limited data (e.g.,  [13] ).
Genomics	PLoS_One_2011_Apr_19_6(4)_e18597	10.1371/journal.pone.0018597	BIO-nm.2674,BIO-nm.2553	P. putida,P. aeruginosa	interaction:023:host	hosts	Besides three historical references from Bartell and colleagues  [22] – [24] , only two recent descriptive studies have been published on the isolation of phages capable of degrading the extracellular material elaborated by its  P. putida  or mucoid  P. aeruginosa  hosts  [25] ,  [26] .
Genomics	PLoS_One_2011_Feb_22_6(2)_e16626	10.1371/journal.pone.0016626	Coc-14870,BIO-nm.4028	N. maritimus,C. symbiosum	interaction:002:symbiosis	symbiont	In contrast,  N. maritimus  was isolated from gravel in a tropical fish tank and  C. symbiosum  A is a symbiont of a marine sponge, where perhaps motility is less essential.
Genomics	PLoS_One_2011_Feb_22_6(2)_e16626	10.1371/journal.pone.0016626	Coc-14870,BIO-nm.4028	N. maritimus,C. symbiosum	interaction:014:eating	consumption	In addition to pathways for autotrophic carbon fixation, genes putatively inferring the function of organic carbon consumption have been identified in the genomes of  N. limnia ,  N. maritimus  and  C. symbiosum  A.
Genomics	PLoS_One_2011_Feb_22_6(2)_e16626	10.1371/journal.pone.0016626	BIO-nm.4028,Por-190178	C. symbiosum,Axinella mexicana	interaction:002:symbiosis,interaction:023:host	symbiotic,host	The symbiotic  C. symbiosum  A may use ureolysis as a mechanism to remove nitrogenous waste from its host, the marine sponge  Axinella mexicana   [56] .
Genomics	PLoS_One_2011_Apr_5_6(4)_e18181	10.1371/journal.pone.0018181	Fis-29501,Fis-23860|Fis-30090|Fis-26880|Fis-58302|Fis-23789|Fis-27202|Fis-22700|Fis-162137,Fis-9364	Salmo salar,cichlid,Astatotilapia burtoni	interaction:021:mating	mating	These have yielded important insights into life history patterns in Atlantic salmon,  Salmo salar   [8]  identifying genes that differ between alternative mating strategies, as well as those genes correlated with social plasticity and gender in a cichlid,  Astatotilapia burtoni   [9] .
Genomics	PLoS_ONE_2008_Jun_4_3(6)_e2285	10.1371/journal.pone.0002285	ITS-180092,Fis-25824	human,mono	interaction:011:exclusion	exclude	This fits with the observation that  COL2A1  lies within a cluster of genes on human chromosome 12q13.11 syntenic with mouse chromosome 15 band F2 that are known to be maternally imprinted  [23] , although again we cannot definitively exclude autosomal random mono-allelic expression.
Genomics	PLoS_One_2011_May_6_6(5)_e19708	10.1371/journal.pone.0019708	Dip-67867,ITS-183840	Drosophila simulans,Yak	interaction:023:host	host	The  Drosophila simulans  STCP lines were produced by Zabalou et al. [38]  who transferred  Wolbachia w Yak,  w Tei,  w San strains into the same host background using embryonic cytoplasmic injections.
Genomics	PLoS_One-5-9-2948009	10.1371/journal.pone.0013062	Dip-59789,Dip-4231	Aedes aegypti,Anopheles gambiae	interaction:010:facilitation	facilitated	Though genetic marker development has facilitated construction of detailed linkage maps in dengue virus vector,  Aedes aegypti   [9] – [12]  and the  Plasmodium falciparum  vector,  Anopheles gambiae   [13] – [16]  mosquitoes, genetic studies based on linkage analyses in  Cx.
Genomics	PLoS_One-4-8-2719798	10.1371/journal.pone.0006596	Fis-25511|Fis-25237|Fis-58954|Fis-29195,Fis-25511|Fis-25237|Fis-58954|Fis-29195,ITS-180092	zebrafish,zebrafish,human	interaction:006:affecting	affects	As future research directions, it will be fascinating to investigate why zebrafish cardiomyocytes possess a high capacity of proliferation, how myocyte hyperplasia contributes to and affects the cardiac remodeling process, and whether we can translate our knowledge learned from zebrafish to human patients.
Genomics	PLoS_ONE-3-11-2576458	10.1371/journal.pone.0003670	Dip-Syn-20123,ITS-63332,ITS-180092,Mus-338|ITS-184488|Mus-Syn-1061|ITS-23041|ITS-754321	Drosophila melanogaster,Caenorhabditis elegans,human,A. thaliana	interaction:024:relationship,interaction:024:relationship	relationship,relationship	In agreement with this, a positive relationship between intergenic sequence length and expression ‘complexity’ has been reported in  Drosophila melanogaster  and  Caenorhabditis elegans   [4] ; human housekeeping genes (generally widely expressed) were found to have shorter intergenic sequences  [5] ; and finally a positive relationship was found between intergenic sequence length and the breadth of response (number of experiments with differential gene expression) in a recent  A. thaliana  study  [6] .
Genomics	PLoS_One_2011_Jan_10_6(1)_e15237	10.1371/journal.pone.0015237	ITS-195735,ITS-41976,ITS-40874	Populus trichocarpa,Oryza sativa,Hordeum vulgare	interaction:024:relationship	relationships	Homology Relationships and Rendering of Sequence Data Arabidopsis inparalogs and homologous sequences from  Populus trichocarpa  (poplar),  Medicago trunculata ,  Oryza sativa  (rice), and  Hordeum vulgare  (barley) were computed using OrthoMCL  [58]  by Rohan Patel and will be published elsewhere (Patel R and Provart NJ, manuscript in preparation).
Genomics	PLoS_One_2011_Aug_2_6(8)_e21438	10.1371/journal.pone.0021438	BIO-nm.3093,BIO-nm.3883	Escherichia coli,Clostridium acetobutylicum	interaction:020:limiting	limits	Numerous studies have attempted to address these roadblocks to n-butanol production by characterizing n-butanol tolerance limits and mechanisms in  Escherichia coli   [46] ,  Clostridium acetobutylicum   [47] – [51] , and other organisms  [52] ,  [53]  to enable the creation of strains suitable for the economical production of n-butanol on a large scale.
Genomics	PLoS_One_2011_Aug_2_6(8)_e21438	10.1371/journal.pone.0021438	BIO-nm.5339,BIO-nm.3093	L. brevis,E. coli	interaction:023:host	host	Given the undesirability of using  L. brevis  as a host for bioprocesses for the reasons previously outlined, the primary goal of this study is to identify possible mechanisms for n-butanol and phenolic acid tolerance for subsequent study in other organisms such as  E. coli  that are more amenable to engineering efforts.
Genomics	PLoS_One_2011_Aug_2_6(8)_e21438	10.1371/journal.pone.0021438	BIO-nm.5339,BIO-nm.3093,BIO-nm.3093	L. brevis,E. coli,E. coli	interaction:023:host	host	We chose to compare the n-butanol-induced transcriptional responses of  L. brevis  and  E. coli  for this purpose as  E. coli  is a widely used common bacterial host for a variety of applications in the biotechnology industry.
Genomics	PLoS_One_2011_Aug_24_6(8)_e23609	10.1371/journal.pone.0023609	Fis-64150,ITS-180092	Texas,Human	interaction:026:attacking	attack	Methods Ethics statement Participants recruited during the parent Antihypertensive and Lipid-Lowering Treatment to Prevent Heart Attack Trial (ALLHAT) signed informed consent documents; the GenHAT study was approved by the University of Minnesota Institutional Review Board, the University of Alabama at Birmingham Institutional Review Board for Human Use, and the University of Texas Health Science Center at Houston Committee for the Protection of Human Subjects.
Genomics	PLoS_One_2011_Jan_17_6(1)_e16086	10.1371/journal.pone.0016086	Cha-Syn-530|Cha-Syn-3648|ICH-90232489|Dip-Syn-36131|Dip-13406|Cha-1073|SF-116144|Fis-122761|Cha-1967|Cha-Syn-11281|BIO-nm.5852|Cha-Syn-11282|ICH-90242569|Dip-52652|Fis-116244|Dip-38927|Dip-5392|Neu-628|Wtx-4183|Ara-014881|Chi-s1276|Cha-Syn-2107|Cha-130|Cha-1607|ITS-104766|Kew-10176|Fis-113246|Dip-Syn-133073|Cha-Syn-7365|ITS-732006|ICH-90226180|Sal-1822|Coc-8389|Dip-180696|Cha-Syn-784|ICH-90199878|ITS-558469|Dip-109098|Cha-Syn-2500|Cha-Syn-1741|Lep-53814.0|ILD-10773|SF-209842|ITS-116706,Cer-S-4587|SF-211776|Scr-1439-01-.01-.01-.00-.042-.000-.002-.-|Dip-Syn-102386|Wtx-30252|Wtx-30253|Cer-S-77843|Scr-1400-01-.01-.01-.00-.042-.000-.002-.-|Myr-2022431|ITS-769248	A. flavus,A. fumigatus	interaction:025:killing	kill	In immunosuppressed mice it was observed that much lower inocula of  A. flavus  spores could kill animals compared to  A. fumigatus  spores  [9] – [11] .
Genomics	PLoS_One_2011_Jan_17_6(1)_e16086	10.1371/journal.pone.0016086	Cha-Syn-530|Cha-Syn-3648|ICH-90232489|Dip-Syn-36131|Dip-13406|Cha-1073|SF-116144|Fis-122761|Cha-1967|Cha-Syn-11281|BIO-nm.5852|Cha-Syn-11282|ICH-90242569|Dip-52652|Fis-116244|Dip-38927|Dip-5392|Neu-628|Wtx-4183|Ara-014881|Chi-s1276|Cha-Syn-2107|Cha-130|Cha-1607|ITS-104766|Kew-10176|Fis-113246|Dip-Syn-133073|Cha-Syn-7365|ITS-732006|ICH-90226180|Sal-1822|Coc-8389|Dip-180696|Cha-Syn-784|ICH-90199878|ITS-558469|Dip-109098|Cha-Syn-2500|Cha-Syn-1741|Lep-53814.0|ILD-10773|SF-209842|ITS-116706,Cer-S-4587|SF-211776|Scr-1439-01-.01-.01-.00-.042-.000-.002-.-|Dip-Syn-102386|Wtx-30252|Wtx-30253|Cer-S-77843|Scr-1400-01-.01-.01-.00-.042-.000-.002-.-|Myr-2022431|ITS-769248	A. flavus,A. fumigatus	interaction:011:exclusion	exclusion	Results A panel of nine microsatellite markers [including three sets of three dinucleotide repeat loci (2A +2B+2C), three trinucleotide repeat loci (3A+3B+3C) and three tetranucleotide repeat loci (4A+4B+4C)] were selected from the genome of  A. flavus , as per the inclusion and exclusion criteria described for the STRA f  typing assay for  A. fumigatus   [21] .
Genomics	PLoS_ONE_2008_Oct_10_3(10)_e3366	10.1371/journal.pone.0003366	OSF-S-13509|Dip-49169|OSF-S-13906|ITS-724306|Wtx-64341,Dip-2528	P. vivax,Anopheles darlingi	interaction:006:affecting,interaction:005:parasitism	affect,parasite	In the Venezuelan Amazon, both  P. vivax  and  P. falciparum  are transmitted by the predominant vector species,  Anopheles darlingi , and an interruption of transmission would affect both parasite species equally.
